,date,rain,Value
394,2021-06-23 17:40:00+00:00,-0.090421855,-0.77918491
395,2021-06-23 17:50:00+00:00,-0.090421855,-0.77918491
396,2021-06-23 18:00:00+00:00,-0.090421855,-0.77918491
397,2021-06-23 18:10:00+00:00,-0.090421855,-0.77918491
398,2021-06-23 18:20:00+00:00,-0.090421855,-0.77918491
399,2021-06-23 18:30:00+00:00,-0.090421855,-0.792857228
400,2021-06-23 18:40:00+00:00,-0.090421855,-0.792857228
401,2021-06-23 18:50:00+00:00,-0.090421855,-0.792857228
402,2021-06-23 19:00:00+00:00,-0.090421855,-0.792857228
403,2021-06-23 19:10:00+00:00,-0.090421855,-0.792857228
404,2021-06-23 19:20:00+00:00,-0.090421855,-0.806529545
405,2021-06-23 19:30:00+00:00,-0.090421855,-0.806529545
406,2021-06-23 19:40:00+00:00,-0.090421855,-0.820201863
407,2021-06-23 19:50:00+00:00,-0.090421855,-0.820201863
408,2021-06-23 20:00:00+00:00,-0.090421855,-0.820201863
409,2021-06-23 20:10:00+00:00,-0.090421855,-0.806529545
410,2021-06-23 20:20:00+00:00,-0.090421855,-0.738167957
411,2021-06-23 20:30:00+00:00,-0.090421855,-0.683478686
412,2021-06-23 20:40:00+00:00,-0.090421855,-0.669806369
413,2021-06-23 20:50:00+00:00,-0.090421855,-0.669806369
414,2021-06-23 21:00:00+00:00,-0.090421855,-0.669806369
415,2021-06-23 21:10:00+00:00,-0.090421855,-0.683478686
416,2021-06-23 21:20:00+00:00,-0.090421855,-0.697151004
417,2021-06-23 21:30:00+00:00,-0.090421855,-0.697151004
418,2021-06-23 21:40:00+00:00,-0.090421855,-0.697151004
419,2021-06-23 21:50:00+00:00,-0.090421855,-0.710823322
420,2021-06-23 22:00:00+00:00,-0.090421855,-0.710823322
421,2021-06-23 22:10:00+00:00,-0.090421855,-0.724495639
422,2021-06-23 22:20:00+00:00,-0.090421855,-0.724495639
423,2021-06-23 22:30:00+00:00,-0.090421855,-0.738167957
424,2021-06-23 22:40:00+00:00,-0.090421855,-0.751840275
425,2021-06-23 22:50:00+00:00,-0.090421855,-0.751840275
426,2021-06-23 23:00:00+00:00,-0.090421855,-0.765512592
